Operation_ID,Operator_ID,Operation_type,Operation_timestamp,OHH_code,Location_from,Location_to,Reference_ID,Reference_name,Qty,TKID_code,Order_ID,Operation_status
OP305156,A000017,MOVE,1766750025,769469,PROD,ST10,P00C18,"Edriseur type ""C18""",9,247302,FOD81364,OK
OP305157,A000017,MOVE,1766750132,747561,ST20,QUA,P00X01,"Edriseur luxe ""X01""",30,17458,AZO80652,OK
OP305158,A000017,MOVE,1766750203,813594,PROD,ST10,P00X99,"Edriseur luxe ""X99""",5,109980,AZO81537,OK
OP305159,A999999,ORDER,1766750220,219176,,,,,,400084,AZO81117,OK
OP305160,A000017,MOVE,1766750359,609365,TPA,SHIP,P00V90,"Edriseur turbo ""V90""",7,111597,AZO80571,OK
OP305161,A000024,MOVE,1766750466,2296,ST10,TPA,P00C18,"Edriseur type ""C18""",9,294455,FOD81364,OK
OP305162,A999999,ORDER,1766750616,202249,,,,,,743350,FOD80215,OK
OP305163,A999999,ORDER,1766750689,803330,,,,,,632946,AZO80816,OK
OP305164,A000106,MOVE,1766750697,343480,PROD,TPA,P00C18,"Edriseur type ""C18""",8,162838,AZO81117,OK
OP305165,A999999,ORDER,1766750979,330304,,,,,,292582,FOD81931,OK
OP305166,A000024,MOVE,1766751170,245214,PROD,TPA,P00C14,"Edriseur type ""C14""",10,109205,FOD81931,OK
OP305167,A000127,MOVE,1766751200,389792,PROD,TPA,P00X01,"Edriseur luxe ""X01""",2,35789,FOD80215,OK
OP305168,A999999,ORDER,1766751291,214034,,,,,,645084,AZO79990,OK
OP305169,A000062,MOVE,1766751360,201211,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",2,119541,FOD80215,OK
OP305170,A000017,MOVE,1766751404,517873,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",5,631587,AZO80816,OK
OP305171,A999999,ORDER,1766751428,92480,,,,,,394923,FOD79964,OK
OP305172,A000024,MOVE,1766751460,490017,TPA,SHIP,P00C14,"Edriseur type ""C14""",10,691020,FOD81931,OK
OP305173,A000133,MOVE,1766751502,175901,TPA,SHIP,P00C18,"Edriseur type ""C18""",9,401117,FOD81364,OK
OP305174,A999999,ORDER,1766751570,164157,,,,,,515632,FOD81781,OK
OP305175,A000062,MOVE,1766751639,396952,PROD,ST20,P00C37,"Edriseur type ""C37""",119,558755,AZO79990,OK
OP305176,A000024,MOVE,1766751761,741321,ST10,QUA,P00X25,"Edriseur nouveau ""2025""",5,317203,AZO80816,OK
OP305177,A000127,MOVE,1766751809,610898,PROD,ST10,P00C14,"Edriseur type ""C14""",35,429875,FOD79964,OK
OP305178,A000133,MOVE,1766751819,412187,QUA,ST20,P00X01,"Edriseur luxe ""X01""",30,163284,AZO80652,OK
OP305179,A000024,MOVE,1766751941,721567,TPA,SHIP,P00C18,"Edriseur type ""C18""",8,250060,AZO81117,OK
OP305180,A000133,MOVE,1766751943,112237,ST20,TPA,P00X01,"Edriseur luxe ""X01""",30,675980,AZO80652,OK
OP305181,A000017,MOVE,1766751975,814137,QUA,ST10,P00X25,"Edriseur nouveau ""2025""",5,457993,AZO80816,OK
OP305182,A000127,MOVE,1766752315,543963,ST20,QUA,P00C37,"Edriseur type ""C37""",119,246088,AZO79990,OK
OP305183,A000017,MOVE,1766752377,90703,PROD,ST10,P00X99,"Edriseur luxe ""X99""",2,477058,FOD81781,OK
OP305184,A000127,MOVE,1766752602,319042,ST10,TPA,P00X99,"Edriseur luxe ""X99""",2,408562,FOD81781,OK
OP305185,A000106,MOVE,1766752670,809316,ST10,TPA,P00C14,"Edriseur type ""C14""",35,263159,FOD79964,OK
OP305186,A999999,ORDER,1766752735,505878,,,,,,714241,AZO81756,OK
OP305187,A000024,MOVE,1766752802,181752,QUA,ST20,P00C37,"Edriseur type ""C37""",119,460864,AZO79990,OK
OP305188,A000017,MOVE,1766752871,130856,TPA,SHIP,P00C14,"Edriseur type ""C14""",35,443496,FOD79964,OK
OP305189,A000017,MOVE,1766752875,506283,ST10,TPA,P00X99,"Edriseur luxe ""X99""",5,813704,AZO81537,OK
OP305190,A000024,MOVE,1766752919,791146,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",5,712560,AZO80816,OK
OP305191,A000133,MOVE,1766753135,313786,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",5,338611,AZO81537,OK
OP305192,A000024,MOVE,1766753278,680479,PROD,ST20,P00X01,"Edriseur luxe ""X01""",121,608383,AZO81756,OK
OP305193,A000017,MOVE,1766753308,399186,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",5,573775,AZO80816,OK
OP305194,A000133,MOVE,1766753336,567991,ST20,TPA,P00C37,"Edriseur type ""C37""",119,29557,AZO79990,OK
OP305195,A000017,MOVE,1766753338,519505,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",2,512976,FOD81781,OK
OP305196,A999999,ORDER,1766753557,400394,,,,,,122162,FOD80274,OK
OP305197,A000024,MOVE,1766753701,153590,PROD,ST10,P00C13,"Edriseur type ""C13""",33,193412,FOD80274,OK
OP305198,A999999,ORDER,1766753843,775554,,,,,,754165,AZO79806,OK
OP305199,A000062,MOVE,1766753861,248861,TPA,SHIP,P00C37,"Edriseur type ""C37""",119,573935,AZO79990,OK
OP305200,A000133,MOVE,1766753994,560295,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",30,611506,AZO80652,OK
OP305201,A000017,MOVE,1766754126,600594,PROD,ST10,P00X99,"Edriseur luxe ""X99""",135,154694,AZO79806,OK
OP305202,A000024,MOVE,1766754276,772627,ST10,TPA,P00C13,"Edriseur type ""C13""",33,776199,FOD80274,OK
OP305203,A000128,MOVE,1766754603,444458,ST10,TPA,P00X99,"Edriseur luxe ""X99""",135,424637,AZO79806,OK
OP305204,A000024,MOVE,1766754721,620827,TPA,SHIP,P00C13,"Edriseur type ""C13""",33,180674,FOD80274,OK
OP305205,A000017,MOVE,1766754781,497533,TPA,SHIP,P00X99,"Edriseur luxe ""X99""",135,49292,AZO79806,OK
OP305206,A000024,MOVE,1766754781,152865,ST20,QUA,P00X01,"Edriseur luxe ""X01""",121,797380,AZO81756,OK
OP305207,A000017,MOVE,1766755555,230162,QUA,ST20,P00X01,"Edriseur luxe ""X01""",121,79889,AZO81756,OK
OP305208,A000017,MOVE,1766756652,677027,ST20,TPA,P00X01,"Edriseur luxe ""X01""",121,662386,AZO81756,OK
OP305209,A000017,MOVE,1766756829,783918,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",121,607158,AZO81756,OK
OP305210,A999999,ORDER,1766812065,274204,,,,,,516236,FOD80000,OK
OP305211,A999999,ORDER,1766812168,743959,,,,,,397951,SMP80239,OK
OP305212,A000127,MOVE,1766812311,490781,PROD,TPA,P00V85,"Edriseur turbo ""V85""",80,157430,FOD80000,OK
OP305213,A000127,MOVE,1766812477,146750,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",80,104822,FOD80000,OK
OP305214,A000017,MOVE,1766812544,223016,PROD,TPA,P00C13,"Edriseur type ""C13""",8,40719,SMP80239,OK
OP305215,A000017,MOVE,1766813059,122252,TPA,SHIP,P00C13,"Edriseur type ""C13""",8,477063,SMP80239,OK
OP305216,A999999,ORDER,1766813408,733626,,,,,,171384,FOD80035,OK
OP305217,A999999,ORDER,1766813751,510163,,,,,,788316,AZO81336,OK
OP305218,A000127,MOVE,1766813790,506180,PROD,ST10,P00V85,"Edriseur turbo ""V85""",8,446461,FOD80035,OK
OP305219,A999999,ORDER,1766813874,680446,,,,,,120909,SMP81321,OK
OP305220,A999999,ORDER,1766813931,754719,,,,,,477401,AZO80070,OK
OP305221,A000017,MOVE,1766814184,49552,ST10,TPA,P00V85,"Edriseur turbo ""V85""",8,74346,FOD80035,OK
OP305222,A999999,ORDER,1766814230,159908,,,,,,210156,AZO80995,OK
OP305223,A000024,MOVE,1766814250,199072,PROD,ST10,P00C37,"Edriseur type ""C37""",18,240064,AZO81336,OK
OP305224,A000024,MOVE,1766814315,62448,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",8,224954,FOD80035,OK
OP305225,A999999,ORDER,1766814382,562149,,,,,,377242,AZO80751,OK
OP305226,A999999,ORDER,1766814419,363495,,,,,,673721,AZO80757,OK
OP305227,A000024,MOVE,1766814419,282768,ST10,TPA,P00C37,"Edriseur type ""C37""",18,617310,AZO81336,OK
OP305228,A000017,MOVE,1766814427,400832,PROD,ST10,P00C27,"Edriseur type ""C27""",4,792518,SMP81321,OK
OP305229,A000024,MOVE,1766814439,581426,PROD,TPA,P00X25,"Edriseur nouveau ""2025""",61,426972,AZO80070,OK
OP305230,A999999,ORDER,1766814634,549124,,,,,,356228,FOD80421,OK
OP305231,A000133,MOVE,1766814646,659676,PROD,TPA,P00C27,"Edriseur type ""C27""",6,28300,AZO80995,OK
OP305232,A999999,ORDER,1766814650,179480,,,,,,3607,GAA81286,OK
OP305233,A000024,MOVE,1766814660,744865,TPA,SHIP,P00C37,"Edriseur type ""C37""",18,619711,AZO81336,OK
OP305234,A999999,ORDER,1766814804,56804,,,,,,372498,SMP81946,OK
OP305235,A000024,MOVE,1766814811,70174,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",3,33720,AZO80751,OK
OP305236,A000024,MOVE,1766814915,355335,PROD,ST20,P00X01,"Edriseur luxe ""X01""",24,120073,AZO80757,OK
OP305237,A000133,MOVE,1766814923,531676,TPA,SHIP,P00C27,"Edriseur type ""C27""",6,393341,AZO80995,OK
OP305238,A000024,MOVE,1766814938,480628,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",61,287975,AZO80070,OK
OP305239,A000128,MOVE,1766815030,152843,PROD,ST10,P00V85,"Edriseur turbo ""V85""",3,579789,FOD80421,OK
OP305240,A000106,MOVE,1766815077,572154,PROD,TPA,P00X01,"Edriseur luxe ""X01""",22,406349,SMP81946,OK
OP305241,A000017,MOVE,1766815108,322300,PROD,ST10,P00X01,"Edriseur luxe ""X01""",2,128712,GAA81286,OK
OP305242,A000024,MOVE,1766815155,229490,ST10,TPA,P00V85,"Edriseur turbo ""V85""",3,535107,FOD80421,OK
OP305243,A000024,MOVE,1766815241,729612,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",3,693777,AZO80751,OK
OP305244,A000024,MOVE,1766815334,518174,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",22,447226,SMP81946,OK
OP305245,A000017,MOVE,1766815352,811508,ST20,QUA,P00X01,"Edriseur luxe ""X01""",24,696812,AZO80757,OK
OP305246,A000017,MOVE,1766815438,615537,ST10,TPA,P00C27,"Edriseur type ""C27""",4,351017,SMP81321,OK
OP305247,A999999,ORDER,1766815497,621757,,,,,,277456,FOD80826,OK
OP305248,A000024,MOVE,1766815507,348766,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",3,623505,AZO80751,OK
OP305249,A000133,MOVE,1766815645,177966,QUA,ST20,P00X01,"Edriseur luxe ""X01""",24,446063,AZO80757,OK
OP305250,A000024,MOVE,1766815658,10130,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",3,278784,FOD80421,OK
OP305251,A000017,MOVE,1766815751,243305,TPA,SHIP,P00C27,"Edriseur type ""C27""",4,224174,SMP81321,OK
OP305252,A999999,ORDER,1766815798,298767,,,,,,69001,FOD81471,OK
OP305253,A000127,MOVE,1766815932,790368,PROD,TPA,P00C19,"Edriseur type ""C19""",145,181028,FOD80826,OK
OP305254,A999999,ORDER,1766815977,602234,,,,,,384939,SMP81029,OK
OP305255,A000127,MOVE,1766815994,401576,PROD,ST10,P00C37,"Edriseur type ""C37""",2,690133,FOD81471,OK
OP305256,A999999,ORDER,1766816034,369907,,,,,,328101,AZO81313,OK
OP305257,A999999,ORDER,1766816067,610115,,,,,,407751,FOD81853,OK
OP305258,A000017,MOVE,1766816137,88761,ST20,TPA,P00X01,"Edriseur luxe ""X01""",24,422282,AZO80757,OK
OP305259,A000133,MOVE,1766816150,309254,ST10,QUA,P00X01,"Edriseur luxe ""X01""",2,710187,GAA81286,OK
OP305260,A000017,MOVE,1766816242,155780,TPA,SHIP,P00C19,"Edriseur type ""C19""",145,7558,FOD80826,OK
OP305261,A000062,MOVE,1766816330,539229,ST10,TPA,P00C37,"Edriseur type ""C37""",2,335847,FOD81471,OK
OP305262,A000127,MOVE,1766816368,135892,PROD,ST10,P00X25,"Edriseur nouveau ""2025""",9,466708,SMP81029,OK
OP305263,A000133,MOVE,1766816399,331768,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",24,618384,AZO80757,OK
OP305264,A000017,MOVE,1766816515,774474,PROD,ST20,P00C37,"Edriseur type ""C37""",11,632409,FOD81853,OK
OP305265,A000024,MOVE,1766816568,552933,PROD,TPA,P00C19,"Edriseur type ""C19""",24,475913,AZO81313,OK
OP305266,A000017,MOVE,1766816642,354158,TPA,SHIP,P00C37,"Edriseur type ""C37""",2,351787,FOD81471,OK
OP305267,A000024,MOVE,1766816823,364832,QUA,ST10,P00X01,"Edriseur luxe ""X01""",2,585973,GAA81286,OK
OP305268,A000017,MOVE,1766816859,198021,TPA,SHIP,P00C19,"Edriseur type ""C19""",24,533865,AZO81313,OK
OP305269,A000017,MOVE,1766816881,95693,ST10,TPA,P00X25,"Edriseur nouveau ""2025""",9,85483,SMP81029,OK
OP305270,A000062,MOVE,1766817290,213682,ST10,TPA,P00X01,"Edriseur luxe ""X01""",2,133273,GAA81286,OK
OP305271,A999999,ORDER,1766817336,38012,,,,,,274551,GAA81818,OK
OP305272,A999999,ORDER,1766817391,209770,,,,,,461979,AZO79766,OK
OP305273,A000017,MOVE,1766817406,775607,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",9,170532,SMP81029,OK
OP305274,A000133,MOVE,1766817496,239651,ST20,QUA,P00C37,"Edriseur type ""C37""",11,230669,FOD81853,OK
OP305275,A000127,MOVE,1766817679,692442,PROD,ST10,P00C14,"Edriseur type ""C14""",5,682603,GAA81818,OK
OP305276,A000024,MOVE,1766817762,282097,TPA,SHIP,P00X01,"Edriseur luxe ""X01""",2,813378,GAA81286,OK
OP305277,A000127,MOVE,1766817825,453136,ST10,TPA,P00C14,"Edriseur type ""C14""",5,401334,GAA81818,OK
OP305278,A000133,MOVE,1766817982,815265,PROD,ST20,P00C14,"Edriseur type ""C14""",2,413211,AZO79766,OK
OP305279,A999999,ORDER,1766818040,284767,,,,,,126636,FOD80870,OK
OP305280,A000017,MOVE,1766818049,187009,QUA,ST20,P00C37,"Edriseur type ""C37""",11,681705,FOD81853,OK
OP305281,A000017,MOVE,1766818306,269202,ST20,QUA,P00C14,"Edriseur type ""C14""",2,462197,AZO79766,OK
OP305282,A000017,MOVE,1766818307,659275,PROD,TPA,P00C19,"Edriseur type ""C19""",55,669946,FOD80870,OK
OP305283,A999999,ORDER,1766818419,349779,,,,,,552211,AZO81344,OK
OP305284,A000017,MOVE,1766818468,2831,ST20,TPA,P00C37,"Edriseur type ""C37""",11,469344,FOD81853,OK
OP305285,A999999,ORDER,1766818684,225444,,,,,,47278,FOD81301,OK
OP305286,A000133,MOVE,1766818825,589389,PROD,TPA,P00C37,"Edriseur type ""C37""",2,340285,FOD81301,OK
OP305287,A000127,MOVE,1766818876,587856,TPA,SHIP,P00C19,"Edriseur type ""C19""",55,256315,FOD80870,OK
OP305288,A000106,MOVE,1766818879,447709,PROD,ST10,P00C14,"Edriseur type ""C14""",8,733167,AZO81344,OK
OP305289,A000024,MOVE,1766819021,258850,TPA,SHIP,P00C37,"Edriseur type ""C37""",11,754701,FOD81853,OK
OP305290,A000127,MOVE,1766819143,92588,TPA,SHIP,P00C14,"Edriseur type ""C14""",5,692087,GAA81818,OK
OP305291,A000017,MOVE,1766819214,205107,TPA,SHIP,P00C37,"Edriseur type ""C37""",2,1071,FOD81301,OK
OP305292,A000024,MOVE,1766819249,719189,ST10,TPA,P00C14,"Edriseur type ""C14""",8,491451,AZO81344,OK
OP305293,A000127,MOVE,1766819278,491097,QUA,ST20,P00C14,"Edriseur type ""C14""",2,549179,AZO79766,OK
OP305294,A000024,MOVE,1766819471,295325,TPA,SHIP,P00C14,"Edriseur type ""C14""",8,183420,AZO81344,OK
OP305295,A999999,ORDER,1766819539,769490,,,,,,724044,FOD80723,OK
OP305296,A999999,ORDER,1766819637,798324,,,,,,448412,AZO81400,OK
OP305297,A000017,MOVE,1766819682,41164,ST20,TPA,P00C14,"Edriseur type ""C14""",2,722637,AZO79766,OK
OP305298,A999999,ORDER,1766819863,803256,,,,,,392821,FOD80062,OK
OP305299,A000017,MOVE,1766820015,251690,PROD,ST10,P00C19,"Edriseur type ""C19""",7,495332,FOD80723,OK
OP305300,A000024,MOVE,1766820032,593259,TPA,SHIP,P00C14,"Edriseur type ""C14""",2,49460,AZO79766,OK
OP305301,A000024,MOVE,1766820042,287295,PROD,ST20,P00V85,"Edriseur turbo ""V85""",68,345102,FOD80062,OK
OP305302,A000017,MOVE,1766820148,306475,PROD,ST10,P00C37,"Edriseur type ""C37""",2,166976,AZO81400,OK
OP305303,A000017,MOVE,1766820175,14267,ST10,TPA,P00C19,"Edriseur type ""C19""",7,73181,FOD80723,OK
OP305304,A000133,MOVE,1766820283,341238,ST10,TPA,P00C37,"Edriseur type ""C37""",2,91849,AZO81400,OK
OP305305,A000133,MOVE,1766820343,702967,ST20,QUA,P00V85,"Edriseur turbo ""V85""",68,398356,FOD80062,OK
OP305306,A999999,ORDER,1766820480,538334,,,,,,764721,AZO80242,OK
OP305307,A000017,MOVE,1766820675,322398,QUA,ST20,P00V85,"Edriseur turbo ""V85""",68,185282,FOD80062,OK
OP305308,A999999,ORDER,1766820797,556386,,,,,,45605,FOD80480,OK
OP305309,A999999,ORDER,1766820812,226759,,,,,,176821,FOD80282,OK
OP305310,A000024,MOVE,1766820840,171791,ST20,TPA,P00V85,"Edriseur turbo ""V85""",68,578501,FOD80062,OK
OP305311,A000106,MOVE,1766820852,264229,TPA,SHIP,P00C37,"Edriseur type ""C37""",2,179365,AZO81400,OK
OP305312,A999999,ORDER,1766820896,119213,,,,,,598632,FOD81865,OK
OP305313,A000062,MOVE,1766821205,186598,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",68,330146,FOD80062,OK
OP305314,A999999,ORDER,1766821232,203303,,,,,,370577,FOD81083,OK
OP305315,A000133,MOVE,1766821296,37079,TPA,SHIP,P00C19,"Edriseur type ""C19""",7,808778,FOD80723,OK
OP305316,A999999,ORDER,1766821316,505080,,,,,,350316,FOD81994,OK
OP305317,A000017,MOVE,1766821330,522238,PROD,ST20,P00V85,"Edriseur turbo ""V85""",71,704424,FOD80480,OK
OP305318,A000106,MOVE,1766821383,368527,PROD,ST10,P00C13,"Edriseur type ""C13""",27,478573,FOD80282,OK
OP305319,A000017,MOVE,1766821452,768343,PROD,TPA,P00C18,"Edriseur type ""C18""",6,237953,FOD81865,OK
OP305320,A000024,MOVE,1766821493,645868,ST20,QUA,P00V85,"Edriseur turbo ""V85""",71,800796,FOD80480,OK
OP305321,A000024,MOVE,1766821627,456603,PROD,ST20,P00C19,"Edriseur type ""C19""",78,484111,AZO80242,OK
OP305322,A000127,MOVE,1766821670,419018,PROD,ST10,P00C19,"Edriseur type ""C19""",95,342347,FOD81083,OK
OP305323,A000017,MOVE,1766821677,758457,QUA,ST20,P00V85,"Edriseur turbo ""V85""",71,483008,FOD80480,OK
OP305324,A000017,MOVE,1766821882,786485,PROD,TPA,P00X02,"Edriseur luxe ""X02""",7,515250,FOD81994,OK
OP305325,A000062,MOVE,1766821888,706154,ST20,QUA,P00C19,"Edriseur type ""C19""",78,380733,AZO80242,OK
OP305326,A000133,MOVE,1766821981,342427,TPA,SHIP,P00C18,"Edriseur type ""C18""",6,335038,FOD81865,OK
OP305327,A999999,ORDER,1766822219,348735,,,,,,609095,FOD81067,OK
OP305328,A000024,MOVE,1766822332,677133,QUA,ST20,P00C19,"Edriseur type ""C19""",78,47157,AZO80242,OK
OP305329,A000017,MOVE,1766822424,325217,ST20,TPA,P00V85,"Edriseur turbo ""V85""",71,539722,FOD80480,OK
OP305330,A000024,MOVE,1766822463,196582,ST20,TPA,P00C19,"Edriseur type ""C19""",78,405259,AZO80242,OK
OP305331,A000133,MOVE,1766822463,476581,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",7,205740,FOD81994,OK
OP305332,A000024,MOVE,1766822565,405656,ST10,TPA,P00C13,"Edriseur type ""C13""",27,209900,FOD80282,OK
OP305333,A000127,MOVE,1766822603,578325,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",71,407013,FOD80480,OK
OP305334,A000024,MOVE,1766822719,500441,PROD,ST20,P00C37,"Edriseur type ""C37""",3,399886,FOD81067,OK
OP305335,A000133,MOVE,1766822798,92973,TPA,SHIP,P00C13,"Edriseur type ""C13""",27,724849,FOD80282,OK
OP305336,A000017,MOVE,1766822867,403008,TPA,SHIP,P00C19,"Edriseur type ""C19""",78,415753,AZO80242,OK
OP305337,A999999,ORDER,1766823123,539790,,,,,,683091,FOD80003,OK
OP305338,A999999,ORDER,1766823443,401445,,,,,,321820,FOD81410,OK
OP305339,A999999,ORDER,1766823509,620516,,,,,,680924,GAA81732,OK
OP305340,A000024,MOVE,1766823697,79149,PROD,TPA,P00V85,"Edriseur turbo ""V85""",4,281332,FOD80003,OK
OP305341,A000017,MOVE,1766823738,68859,ST20,QUA,P00C37,"Edriseur type ""C37""",3,397636,FOD81067,OK
OP305342,A000024,MOVE,1766823745,34959,PROD,ST20,P00C37,"Edriseur type ""C37""",116,189,FOD81410,OK
OP305343,A000024,MOVE,1766823886,653186,PROD,ST10,P00C37,"Edriseur type ""C37""",6,789645,GAA81732,OK
OP305344,A999999,ORDER,1766823968,527489,,,,,,785877,AZO80881,OK
OP305345,A000017,MOVE,1766824008,153632,ST20,QUA,P00C37,"Edriseur type ""C37""",116,331261,FOD81410,OK
OP305346,A000024,MOVE,1766824050,763291,QUA,ST20,P00C37,"Edriseur type ""C37""",3,717863,FOD81067,OK
OP305347,A000133,MOVE,1766824085,576410,ST10,TPA,P00C19,"Edriseur type ""C19""",95,499749,FOD81083,OK
OP305348,A999999,ORDER,1766824262,514279,,,,,,745874,GAA81169,OK
OP305349,A999999,ORDER,1766824355,185236,,,,,,396429,SMP81173,OK
OP305350,A999999,ORDER,1766824392,721399,,,,,,807181,AZO81138,OK
OP305351,A000024,MOVE,1766824399,536426,PROD,TPA,P00X25,"Edriseur nouveau ""2025""",16,503386,GAA81169,OK
OP305352,A000127,MOVE,1766824403,475029,QUA,ST20,P00C37,"Edriseur type ""C37""",116,611552,FOD81410,OK
OP305353,A000024,MOVE,1766824515,412173,TPA,SHIP,P00C19,"Edriseur type ""C19""",95,177394,FOD81083,OK
OP305354,A000024,MOVE,1766824572,709854,PROD,ST20,P00C37,"Edriseur type ""C37""",12,730448,AZO81138,OK
OP305355,A000062,MOVE,1766824585,202723,PROD,TPA,P00C18,"Edriseur type ""C18""",38,425249,SMP81173,OK
OP305356,A999999,ORDER,1766824637,792370,,,,,,427016,AZO81746,OK
OP305357,A999999,ORDER,1766824669,583239,,,,,,464899,SMP81844,OK
OP305358,A000133,MOVE,1766824714,403815,ST10,QUA,P00C37,"Edriseur type ""C37""",6,254322,GAA81732,OK
OP305359,A000017,MOVE,1766824828,229600,ST20,TPA,P00C37,"Edriseur type ""C37""",116,602409,FOD81410,OK
OP305360,A000017,MOVE,1766824837,339131,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",4,114074,FOD80003,OK
OP305361,A000127,MOVE,1766824888,275715,PROD,ST10,P00C27,"Edriseur type ""C27""",69,792655,AZO81746,OK
OP305362,A000017,MOVE,1766824932,478136,ST20,TPA,P00C37,"Edriseur type ""C37""",3,155838,FOD81067,OK
OP305363,A000024,MOVE,1766824951,722780,QUA,ST10,P00C37,"Edriseur type ""C37""",6,744576,GAA81732,OK
OP305364,A000017,MOVE,1766824998,37141,PROD,TPA,P00X02,"Edriseur luxe ""X02""",2,310403,SMP81844,OK
OP305365,A000024,MOVE,1766825109,451576,ST20,QUA,P00C37,"Edriseur type ""C37""",12,228429,AZO81138,OK
OP305366,A000106,MOVE,1766825162,291939,ST10,QUA,P00C27,"Edriseur type ""C27""",69,279583,AZO81746,OK
OP305367,A000106,MOVE,1766825179,344775,TPA,SHIP,P00C37,"Edriseur type ""C37""",116,694298,FOD81410,OK
OP305368,A000017,MOVE,1766825346,714602,ST10,TPA,P00C37,"Edriseur type ""C37""",6,333693,GAA81732,OK
OP305369,A000062,MOVE,1766825462,184014,TPA,SHIP,P00X25,"Edriseur nouveau ""2025""",16,569266,GAA81169,OK
OP305370,A000024,MOVE,1766825529,634090,TPA,SHIP,P00C37,"Edriseur type ""C37""",3,164239,FOD81067,OK
OP305371,A000024,MOVE,1766825560,412805,TPA,SHIP,P00C37,"Edriseur type ""C37""",6,57390,GAA81732,OK
OP305372,A000017,MOVE,1766825598,642753,QUA,ST20,P00C37,"Edriseur type ""C37""",12,526903,AZO81138,OK
OP305373,A000024,MOVE,1766825615,149301,TPA,SHIP,P00C18,"Edriseur type ""C18""",38,311017,SMP81173,OK
OP305374,A999999,ORDER,1766825621,523241,,,,,,162674,FOD80110,OK
OP305375,A999999,ORDER,1766825741,155118,,,,,,322618,GAA81576,OK
OP305376,A000024,MOVE,1766825766,640868,PROD,ST20,P00X02,"Edriseur luxe ""X02""",7,634049,AZO80881,OK
OP305377,A000024,MOVE,1766825788,2581,ST20,TPA,P00C37,"Edriseur type ""C37""",12,525350,AZO81138,OK
OP305378,A000024,MOVE,1766825908,697737,TPA,SHIP,P00C37,"Edriseur type ""C37""",12,647202,AZO81138,OK
OP305379,A000017,MOVE,1766826033,239710,QUA,ST10,P00C27,"Edriseur type ""C27""",69,685478,AZO81746,OK
OP305380,A000024,MOVE,1766826058,127619,PROD,TPA,P00C37,"Edriseur type ""C37""",4,560186,FOD80110,OK
OP305381,A999999,ORDER,1766826147,406833,,,,,,153917,AZO81042,OK
OP305382,A000024,MOVE,1766826174,292572,ST20,QUA,P00X02,"Edriseur luxe ""X02""",7,628197,AZO80881,OK
OP305383,A999999,ORDER,1766826341,744741,,,,,,361498,FOD80163,OK
OP305384,A000024,MOVE,1766826411,690146,TPA,SHIP,P00X02,"Edriseur luxe ""X02""",2,345878,SMP81844,OK
OP305385,A000017,MOVE,1766826470,709699,PROD,ST10,P00V85,"Edriseur turbo ""V85""",63,804842,GAA81576,OK
OP305386,A000024,MOVE,1766826481,386960,TPA,SHIP,P00C37,"Edriseur type ""C37""",4,628247,FOD80110,OK
OP305387,A000017,MOVE,1766826523,457086,ST10,TPA,P00C27,"Edriseur type ""C27""",69,807751,AZO81746,OK
OP305388,A000017,MOVE,1766826575,345448,QUA,ST20,P00X02,"Edriseur luxe ""X02""",7,184949,AZO80881,OK
OP305389,A000128,MOVE,1766826703,583805,PROD,TPA,P00C14,"Edriseur type ""C14""",13,219316,AZO81042,OK
OP305390,A000062,MOVE,1766826731,97900,TPA,SHIP,P00C27,"Edriseur type ""C27""",69,421608,AZO81746,OK
OP305391,A000106,MOVE,1766826779,193362,PROD,ST10,P00V80,"Edriseur turbo ""V80""",5,81851,FOD80163,OK
OP305392,A000127,MOVE,1766826822,655608,ST20,TPA,P00X02,"Edriseur luxe ""X02""",7,109225,AZO80881,OK
OP305393,A000017,MOVE,1766826939,304587,ST10,TPA,P00V85,"Edriseur turbo ""V85""",63,700110,GAA81576,OK
OP305394,A000017,MOVE,1766827106,371403,TPA,SHIP,P00C14,"Edriseur type ""C14""",13,668313,AZO81042,OK
OP305395,A000017,MOVE,1766827153,517693,TPA,SHIP,P00V85,"Edriseur turbo ""V85""",63,625939,GAA81576,OK
OP305396,A999999,ORDER,1766827161,470158,,,,,,486496,AZO81975,OK
